Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Antal,Datering,Tidsperiod,Föremålsnummer,Historisk plats,Förvärvsnummer,Omnämns i katalog,Förvärvsmetod,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Kontextnamn,Undersökare,Undersökningsår,Storlek,Antal fragment,plats_latitude,plats_longitude,historisk_plats_latitude,historisk_plats_longitude,Föremålsbenämning_translated,Föremålsnr._translated,Andra nummer_translated,Material_translated,Plats_translated,Fornlämning_translated,Socken_translated,Landskap_translated,Land_translated,Kontexttyp_translated,Kontextnr._translated,Kategori_translated,Datering_translated,Tidsperiod_translated,Föremålsnummer_translated,Historisk plats_translated,Omnämns i katalog_translated,Förvärvsmetod_translated,Fyndplats_translated,Arkeologisk kontext_translated,Kontextnamn_translated,Undersökare_translated,Undersökningsår_translated,Storlek_translated,Era Start Year,Era End Year,Width,Length,Thickness,Diameter,Weight,year_uncovered
Tveeggat svärd,107826_HST,34000.0,Undernummer: Bj 750,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Tveeggat svärd - 429,https://samlingar.shm.se/object/FBECC113-E53D-4D9D-92F5-8A8699A34825,Vapen och rustningar  Arkeologisk samling,,800 – 1100,Vikingatid,107826_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",Bj 750,"Stolpe, Hjalmar",1879,,3.0,,,,,Double-edged sword,107826_HST,Subnumber: Bj 750,Iron,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,750,Weapons and armor Archaeological collection,800 – 1100,Viking age,107826_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 750",Bj 750,"Stolpe, Hjalmar",1879,,800,1100,,,,,,1879.0
Tveeggat svärd,547067_HST,34000.0,Undernummer: Bj 750,"Järn, Trä, Organiskt material","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Tveeggat svärd - 430,https://samlingar.shm.se/object/3F2AEBC3-D259-436B-8788-8B5CBB39CE4E,Vapen och rustningar  Arkeologisk samling,,800 – 1100,Vikingatid,547067_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",Bj 750,"Stolpe, Hjalmar",1879,,12.0,,,,,Double-edged sword,547067_HST,Subnumber: Bj 750,"Iron, Wood, Organic material","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,750,Weapons and armor Archaeological collection,800 – 1100,Viking age,547067_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 750",Bj 750,"Stolpe, Hjalmar",1879,,800,1100,,,,,,1879.0
Tveeggat svärd,599636_HST,34000.0,Undernummer: Bj 752B,"Järn, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,752B,Historiska museet,Tveeggat svärd - 431,https://samlingar.shm.se/object/5943C752-03FB-43D6-B186-8691C6D2A53E,Vapen och rustningar  Arkeologisk samling,,800 – 1100,Vikingatid,599636_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 752B",Bj 752B,"Stolpe, Hjalmar",1879,,15.0,,,,,Double-edged sword,599636_HST,Subnumber: Bj 752B,"Iron, Wood","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,752B,Weapons and armor Archaeological collection,800 – 1100,Viking age,599636_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, Mound: 752B",Bj 752B,"Stolpe, Hjalmar",1879,,800,1100,,,,,,1879.0
pil/pilkoger,472138_HST,34000.0,Undernummer: Bj 644,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,644,Historiska museet,pil/pilkoger - 432,https://samlingar.shm.se/object/40CF5494-6230-466F-9D70-11B3E018C60B,Vapen och rustningar  Arkeologisk samling,,800 – 1100,Vikingatid,472138_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 644",Bj 644,"Stolpe, Hjalmar",1878,,7.0,,,,,arrow/arrow cooker,472138_HST,Subnumber: Bj 644,Iron,"Björkö, North of Borg",L2017:1478,Adelsö parish,Hinterland,Sweden,Chamber tomb,644,Weapons and armor Archaeological collection,800 – 1100,Viking age,472138_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, North of Borg, Ancient site: L2017:1478, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Unknown external grave condition: 644",Bj 644,"Stolpe, Hjalmar",1878,,800,1100,,,,,,1878.0
Rundsköld,555412_HST,34000.0,Undernummer: Bj 496,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,496,Historiska museet,Rundsköld - 433,https://samlingar.shm.se/object/745B625D-28E7-4541-9248-D577E94A4696,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,555412_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 496",Bj 496,"Stolpe, Hjalmar",1876,,3.0,,,,,Round shield,555412_HST,Subnumber: Bj 496,Iron,"Björkö, North of Borg",L2017:1478,Adelsö parish,Hinterland,Sweden,Chamber tomb,496,Weapons and armor Archaeological collection,800 – 1100,Viking age,555412_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, North of Borg, Ancient site: L2017:1478, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Flatmark grave: 496",Bj 496,"Stolpe, Hjalmar",1876,,800,1100,,,,,,1876.0
Ringväv,431548_HST,21064.0,Undernummer: 342:1,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,,,Historiska museet,Ringväv - 434,https://samlingar.shm.se/object/7D4B83E8-AA65-4246-A7E4-11C2DF7ABF2B,Vapen och rustningar  Arkeologisk samling,,800 – 1100,Vikingatid,431548_HST,"Birka, Adelsö socken",21064.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21064,KML,1935.0,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,,"Arbman, Holger  Arwidsson, Greta  Arbman, Holger",,,17.0,,,,,Ring weave,431548_HST,Subnumber: 342:1,Iron,"Björkö, Garrison",L2013:3917,Adelsö parish,Hinterland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,431548_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21064,KML,"Place: Björkö, Garrisonen, Ancient remains: L2013:3917, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden",,,"Arbman, Holger Arwidsson, Greta Arbman, Holger",,,800,1100,,,,,,
vapenkniv/vapenknivslida,569125_HST,34000.0,Undernummer: Bj 834,"Järn, Brons, Vitmetall, Läder","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,834,Historiska museet,vapenkniv/vapenknivslida - 435,https://samlingar.shm.se/object/6F90215E-0189-4D35-A400-7F1301158396,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,569125_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 834",Bj 834,"Stolpe, Hjalmar",1879,,2.0,,,,,weapon knife/weapon knife sheath,569125_HST,Subnumber: Bj 834,"Iron, Bronze, White metal, Leather","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,834,Weapons and armor Archaeological collection,800 – 1100,Viking age,569125_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 834",Bj 834,"Stolpe, Hjalmar",1879,,800,1100,,,,,,1879.0
Rundsköld,107258_HST,34000.0,Undernummer: Bj 850,"Brons, Järn","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,850,Historiska museet,Rundsköld - 436,https://samlingar.shm.se/object/A62D3FC7-35B6-40F9-94EF-328F26AAEFF5,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,107258_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 850",Bj 850,"Stolpe, Hjalmar",,,,,,,,Round shield,107258_HST,Subnumber: Bj 850,"Bronze, Iron","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,850,Weapons and armor Archaeological collection,800 – 1100,Viking age,107258_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Flatmark grave: 850",Bj 850,"Stolpe, Hjalmar",,,800,1100,,,,,,
Rundsköld,578395_HST,34000.0,Undernummer: Bj 886,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,886,Historiska museet,Rundsköld - 437,https://samlingar.shm.se/object/E3891D41-6360-495C-B4D3-9E38C7C30394,Vapen och rustningar  Arkeologisk samling,,800 – 1100,Vikingatid,578395_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Stensättning: 886",Bj 886,"Stolpe, Hjalmar",,,10.0,,,,,Round shield,578395_HST,Subnumber: Bj 886,"Iron, Bronze","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,886,Weapons and armor Archaeological collection,800 – 1100,Viking age,578395_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Stone setting: 886",Bj 886,"Stolpe, Hjalmar",,,800,1100,,,,,,
Rundsköld,608360_HST,34000.0,Undernummer: Bj 944,"Brons, Järn","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,944,Historiska museet,Rundsköld - 438,https://samlingar.shm.se/object/A66F5AB5-9914-439A-BDCA-0D173253572F,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,608360_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 944",Bj 944,"Stolpe, Hjalmar",1881,,1.0,,,,,Round shield,608360_HST,Subnumber: Bj 944,"Bronze, Iron","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,944,Weapons and armor Archaeological collection,800 – 1100,Viking age,608360_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Mound: 944",Bj 944,"Stolpe, Hjalmar",1881,,800,1100,,,,,,1881.0
Svärd,120525_HST,10796.0,FID: 120525,"Brons, Järn",Broa,L1976:1548,Halla socken,Gotland,Sverige,Skelettgrav,A,Historiska museet,Svärd - 439,https://samlingar.shm.se/object/B3CBCFB0-3B22-41CA-888A-089210455F65,Vapen och rustningar  Arkeologisk samling,1.0,550 – 1100,Vendeltid  Vikingatid,120525_HST,,10796.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=10796,,1899.0,"Plats: Broa, Fornlämning: L1976:1548, Socken: Halla socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skelettgrav: A,,,,,,39.2664318,-7.3585057,46.3144754,11.0480288,Sword,120525_HST,FID: 120525,"Bronze, Iron",Broa,L1976:1548,Halla Parish,Gotland,Sweden,Skelettgrav,A,Weapons and armor Archaeological collection,550 – 1100,Vendel time Viking age,120525_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=10796,,"Place: Broa, Ancient site: L1976:1548, Parish: Halla parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Skelettgrav: A,,,,,550,1100,,,,,,
Rundsköld,3009026,34000.0,Undernummer: Bj 750,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Rundsköld - 440,https://samlingar.shm.se/object/7AE54E96-81EE-457E-820F-BBEBD533785B,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,3009026,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",Bj 750,"Stolpe, Hjalmar",1879,,,,,,,Round shield,3009026,Subnumber: Bj 750,Iron,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,750,Weapons and armor Archaeological collection,800 – 1100,Viking age,3009026,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 750",Bj 750,"Stolpe, Hjalmar",1879,,800,1100,,,,,,1879.0
Svärd,120564_HST,17546.0,FID: 120564,Brons,,,Skillingmark socken,Värmland,Sverige,,,Historiska museet,Svärd - 441,https://samlingar.shm.se/object/F5C75524-1876-430D-85B8-9B2E468CF79A,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,120564_HST,,17546.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17546,,1924.0,"Socken: Skillingmark socken, Kommun: Eda kommun, Landskap: Värmland, Land: Sverige",,,,,,,46.3144754,11.0480288,46.3144754,11.0480288,Sword,120564_HST,FID: 120564,Bronze,,,Skillingmark Parish,Warmland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,120564_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17546,,"Parish: Skillingmark parish, Municipality: Eda municipality, Landscape: Värmland, Country: Sweden",,,,,,800,1100,,,,,,
Svärd,117552_HST,21144.0,Undernummer: 505,Cu-legering,Slottsfjärden,L1955:3147,Kalmar socken,Småland,Sverige,,,Historiska museet,Svärd - 442,https://samlingar.shm.se/object/07EABD53-78AC-4275-8FF1-4ACE40D3D3DA,Vapen och rustningar  Arkeologisk samling,1.0,,Vikingatid,117552_HST,,21144.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21144,,1935.0,"Plats: Slottsfjärden, Fornlämning: L1955:3147, Socken: Kalmar socken, Kommun: Kalmar kommun, Landskap: Småland, Land: Sverige",,,"Åkerlund, Harald",,,1.0,56.659048,16.35869361961812,46.3144754,11.0480288,Sword,117552_HST,Subnumber: 505,Cu-legering,Castle Bay,L1955:3147,Kalmar parish,Småland,Sweden,,,Weapons and armor Archaeological collection,,Viking age,117552_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21144,,"Place: Slottsfjärden, Ancient remains: L1955:3147, Parish: Kalmar parish, Municipality: Kalmar municipality, Landscape: Småland, Country: Sweden",,,"Åkerlund, Harald",,,,,,,,,,
Vapenknivslida,609419_HST,34000.0,Undernummer: Bj 944,Brons,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,944,Historiska museet,Vapenknivslida - 443,https://samlingar.shm.se/object/A00B5523-9DBA-4362-95DE-839870C23F7A,Vapen och rustningar  Arkeologisk samling,,800 – 1100,Vikingatid,609419_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 944",Bj 944,"Stolpe, Hjalmar",1881,,3.0,,,,,Wapenknivsli,609419_HST,Subnumber: Bj 944,Bronze,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,944,Weapons and armor Archaeological collection,800 – 1100,Viking age,609419_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Mound: 944",Bj 944,"Stolpe, Hjalmar",1881,,800,1100,,,,,,1881.0
Rundsköld,606065_HST,34000.0,Undernummer: Bj 942,"Brons, Järn, Textil","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,942,Historiska museet,Rundsköld - 444,https://samlingar.shm.se/object/1FFB1EF2-F445-4838-B9D5-1C0EFF3F8B8F,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,606065_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 942",Bj 942,"Stolpe, Hjalmar",,,,,,,,Round shield,606065_HST,Subnumber: Bj 942,"Bronze, Iron, Textile","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,942,Weapons and armor Archaeological collection,800 – 1100,Viking age,606065_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Unknown external grave condition: 942",Bj 942,"Stolpe, Hjalmar",,,800,1100,,,,,,
Kantbeslag,608354_HST,34000.0,Undernummer: Bj 944,Brons,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,944,Historiska museet,Kantbeslag - 445,https://samlingar.shm.se/object/49355A19-44B8-446D-B461-07878A8F2EE7,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,608354_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 944",Bj 944,"Stolpe, Hjalmar",1881,,,,,,,Edge fitting,608354_HST,Subnumber: Bj 944,Bronze,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,944,Weapons and armor Archaeological collection,800 – 1100,Viking age,608354_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Mound: 944",Bj 944,"Stolpe, Hjalmar",1881,,800,1100,,,,,,1881.0
